Satisfaction Score,Churn Score,Tenure in Months,Monthly Charge,Total Long Distance Charges,Number of Referrals,CLTV,Age,Dependents,Internet Service,Gender,Churn
1,76,10,80.05,497.0,0,3740,60,0,1,Female,1
3,36,62,101.15,1775.68,4,5735,32,1,1,Female,0
5,55,59,20.6,145.73,1,6325,45,1,0,Female,0
5,71,72,21.0,410.4,3,4974,19,1,0,Male,0
1,87,1,80.3,17.51,1,4138,78,0,1,Male,1
5,29,26,20.05,1177.28,10,2403,49,0,0,Male,0
2,87,6,99.95,30.96,0,3722,26,0,1,Female,1
5,57,45,24.45,2128.95,10,3586,43,1,0,Male,0
5,65,16,86.25,356.8,0,3511,40,0,1,Female,0
3,69,8,80.65,390.8,1,5302,74,1,1,Female,1
3,92,56,24.9,144.48,0,5327,57,0,0,Male,1
3,30,26,61.55,989.04,0,5156,23,0,1,Male,0
4,62,70,75.5,3308.9,0,6024,79,0,1,Female,0
3,68,3,19.1,48.96,0,4905,49,0,0,Male,0
5,71,72,108.1,1934.64,0,4474,65,0,1,Female,0
3,66,5,105.3,223.25,0,4024,34,0,1,Male,0
4,48,62,72.0,397.42,1,6489,22,0,1,Female,0
3,50,7,75.15,210.42,0,4216,56,0,1,Female,0
5,68,48,19.55,636.48,3,5461,20,1,0,Female,0
4,20,71,19.6,2685.93,2,4890,46,0,0,Female,0
4,29,37,95.25,59.2,0,2969,43,1,1,Female,0
3,75,6,89.35,48.36,0,2578,77,0,1,Female,0
3,67,39,24.2,229.32,1,3109,31,1,0,Female,0
1,90,32,74.4,1063.04,0,2091,70,0,1,Female,1
4,59,43,25.1,1317.52,0,4797,31,1,0,Female,0
5,44,6,79.7,289.92,0,2893,69,0,1,Male,0
3,39,42,19.8,1627.08,0,3575,55,0,0,Male,0
4,66,5,20.15,16.85,0,5020,30,0,0,Female,0
1,84,3,29.7,0.0,1,2613,46,1,1,Female,1
5,79,62,80.4,3020.64,0,5157,49,0,1,Male,0
3,43,12,79.8,173.04,0,5906,61,0,1,Female,0
1,87,53,103.85,2086.08,1,5860,74,0,1,Male,1
3,68,36,104.8,1022.76,0,5319,52,0,1,Female,0
5,25,7,89.15,114.52,0,2415,72,0,1,Female,0
4,42,72,19.3,3294.0,0,4722,57,0,0,Male,0
4,62,67,43.9,0.0,0,6344,44,0,1,Male,0
3,63,45,24.65,1690.65,5,2194,21,1,0,Female,0
3,35,36,80.4,1775.88,8,5544,59,0,1,Female,0
3,64,59,54.15,2919.32,0,4293,35,0,1,Male,0
3,73,69,43.95,0.0,7,4479,19,1,1,Female,0
2,94,30,40.3,0.0,0,3016,74,0,1,Female,1
3,48,1,20.45,11.61,0,5384,53,0,0,Male,0
1,86,1,45.3,26.41,0,2293,37,0,1,Female,1
2,91,25,79.85,670.25,0,4535,54,0,1,Female,1
1,90,52,111.25,1751.88,0,4861,20,0,1,Female,1
4,68,24,19.9,107.28,1,4158,38,1,0,Female,0
1,65,13,96.65,221.26,0,2110,28,0,1,Female,1
3,72,1,71.0,28.64,0,5345,80,0,1,Female,1
4,55,72,110.45,3328.56,1,6030,33,0,1,Female,0
3,20,49,20.45,2429.42,5,6061,48,0,0,Female,0
1,93,1,40.1,0.0,1,5434,42,1,1,Female,1
4,40,12,21.15,406.8,8,5209,50,1,0,Male,0
3,47,24,53.6,24.48,7,2977,56,0,1,Male,0
4,66,9,19.7,224.01,0,4194,37,0,0,Male,0
3,94,34,73.95,52.7,0,5795,63,0,1,Female,1
5,59,18,88.85,333.9,8,3127,23,0,1,Female,0
5,66,69,24.6,2518.5,0,5294,24,0,0,Female,0
2,91,47,107.35,1773.78,1,3620,43,0,1,Male,1
1,87,3,69.55,78.78,0,2876,30,0,1,Female,1
3,90,3,74.4,71.46,0,2054,32,0,1,Female,1
4,33,72,108.3,2991.6,1,4183,51,1,1,Female,0
5,31,61,99.9,2106.94,3,5641,62,1,1,Male,0
3,76,2,44.35,93.68,0,2570,45,0,1,Male,1
1,90,26,95.0,1238.38,0,4232,74,0,1,Female,1
3,43,53,104.05,1503.08,1,4190,64,1,1,Female,0
3,43,43,51.25,0.0,2,5656,61,0,1,Female,0
4,80,68,109.05,1252.56,1,6391,55,1,1,Female,0
3,64,71,107.5,2171.89,7,5775,68,0,1,Male,0
2,91,7,90.45,251.37,0,5356,31,0,1,Male,1
1,69,10,74.75,56.3,0,5578,39,0,1,Female,1
5,75,23,79.1,349.14,0,3619,22,0,1,Female,0
1,70,29,94.65,1174.21,1,5150,43,0,1,Male,1
3,47,1,59.55,41.39,0,5824,20,1,1,Male,0
4,40,8,19.95,366.96,0,5919,26,1,0,Female,0
2,90,42,84.65,400.26,0,4871,79,0,1,Female,1
1,77,6,69.25,236.16,0,5816,50,0,1,Female,1
2,90,45,89.3,635.4,0,4880,41,0,1,Female,1
4,44,45,50.25,292.05,6,2036,42,0,1,Female,0
4,37,4,54.7,27.08,2,3475,36,0,1,Female,0
5,69,49,78.0,444.43,10,4200,23,1,1,Female,0
1,91,39,86.3,1569.75,5,3364,29,0,1,Male,1
5,46,46,99.8,805.46,0,2405,26,1,1,Female,0
4,35,52,20.65,1172.6,0,5186,57,0,0,Female,0
4,78,51,19.1,1495.83,0,4120,34,0,0,Male,0
4,43,68,83.65,1083.92,1,5958,50,1,1,Female,0
2,73,19,55.0,81.7,0,4539,55,0,1,Male,1
5,56,55,113.6,710.05,7,5754,72,0,1,Male,0
3,90,4,50.7,39.24,0,4930,42,0,1,Female,1
3,56,36,51.05,710.28,3,2161,32,1,1,Female,0
4,27,72,109.55,2404.08,9,5723,27,1,1,Female,0
3,46,55,77.75,1289.75,3,4621,20,0,1,Female,0
4,47,51,111.5,2233.29,0,4363,19,0,1,Female,0
3,47,11,69.35,177.54,0,2288,35,0,1,Male,0
5,28,12,53.75,21.6,0,5385,53,0,1,Male,0
4,38,29,19.1,1436.08,0,5880,40,0,0,Male,0
2,79,55,77.75,1067.55,5,4398,38,0,1,Female,1
5,70,23,88.45,46.69,4,3937,74,1,1,Female,0
3,74,63,86.7,1863.54,0,5841,24,0,1,Male,0
4,52,32,90.95,1010.24,0,5936,80,0,1,Female,0
4,25,62,89.1,295.12,4,4415,68,0,1,Male,0
4,21,42,19.35,1441.86,10,3433,63,1,0,Male,0
4,71,45,20.0,977.85,9,5169,42,1,0,Female,0
4,48,31,90.55,695.02,4,5722,47,0,1,Male,0
5,37,22,75.8,102.74,3,4479,59,1,1,Female,0
4,21,1,80.55,5.93,0,3154,49,0,1,Male,0
4,80,1,20.3,10.84,0,4270,29,0,0,Male,0
1,95,6,56.25,103.08,0,4110,44,0,1,Female,1
5,31,35,80.05,459.9,0,3999,63,0,1,Female,0
2,82,2,95.15,77.02,0,2414,32,0,1,Female,1
3,30,72,71.45,2807.28,8,5656,26,1,1,Female,0
4,54,2,24.5,0.0,0,5786,34,0,1,Female,0
5,65,56,19.95,2736.72,0,4838,29,0,0,Male,0
1,65,40,55.25,323.2,0,2810,20,1,1,Male,1
4,33,29,69.05,1064.3,5,4459,26,1,1,Male,0
4,33,72,108.4,768.96,8,4394,29,0,1,Male,0
3,64,17,75.4,129.2,5,4852,29,0,1,Female,0
4,71,40,50.15,972.0,7,2454,32,0,1,Male,0
3,87,24,101.25,695.52,0,4287,65,0,1,Male,1
1,66,57,39.3,0.0,0,4917,23,0,1,Male,1
5,52,40,96.35,1176.8,4,2004,51,1,1,Female,0
3,82,1,44.4,7.14,0,4067,29,1,1,Male,1
4,43,56,99.8,2372.72,1,4606,27,0,1,Female,0
4,51,30,107.5,736.8,9,3094,62,1,1,Female,0
4,49,63,84.65,816.48,8,4604,52,0,1,Male,0
2,78,3,55.15,68.31,0,5698,25,0,1,Male,1
3,77,33,24.5,1165.23,1,5194,21,0,0,Female,1
4,77,66,56.6,0.0,1,5500,38,0,1,Male,0
3,73,30,79.65,186.9,1,2174,77,0,1,Male,1
3,73,71,24.65,337.25,0,4788,79,0,0,Male,0
1,78,12,83.8,343.56,0,5565,65,0,1,Male,1
1,68,3,49.15,122.37,0,5598,47,0,1,Male,1
3,74,65,59.95,0.0,0,6251,45,0,1,Female,0
4,46,34,116.15,933.98,0,5104,26,1,1,Female,0
5,68,49,43.8,1746.85,0,5651,78,0,1,Female,0
1,91,13,98.0,361.66,1,3714,78,0,1,Male,1
5,53,15,103.45,279.0,1,5640,59,0,1,Male,0
3,64,1,19.45,46.59,0,5820,62,0,0,Male,0
4,30,18,20.1,459.72,4,4329,59,0,0,Female,0
2,77,2,86.0,86.94,0,4546,61,0,1,Male,1
4,74,43,19.2,643.71,10,5594,39,1,0,Male,0
1,93,1,99.75,40.71,0,4214,59,0,1,Male,1
3,81,71,106.0,3361.14,3,4072,60,0,1,Male,1
4,36,72,24.05,3476.88,4,4755,59,1,0,Female,0
2,90,15,58.6,221.85,0,2003,29,0,1,Male,1
3,59,60,74.85,2934.0,9,5153,72,0,1,Female,0
3,55,56,52.0,0.0,8,5845,24,1,1,Male,0
3,24,37,40.55,0.0,0,4050,26,0,1,Male,0
3,56,31,83.85,372.93,1,4283,64,0,1,Female,0
3,60,70,74.8,579.6,9,6447,34,0,1,Male,0
1,77,53,60.05,1148.51,1,5271,71,0,1,Male,1
3,28,15,101.9,31.8,8,3707,23,1,1,Male,0
3,68,1,50.45,28.25,0,2928,37,0,1,Male,1
1,68,7,74.9,327.53,0,5159,62,0,1,Female,1
4,49,10,25.35,363.7,3,2299,22,1,0,Male,0
3,50,50,70.35,1805.5,0,5521,45,1,1,Female,0
3,42,58,71.1,2455.14,0,5395,56,0,1,Female,0
5,23,24,51.1,55.92,0,2515,45,0,1,Male,0
4,27,53,69.7,1679.57,3,4590,61,1,1,Male,0
4,36,7,89.0,293.79,8,5711,71,0,1,Male,0
3,78,72,105.25,2595.6,5,4427,41,1,1,Male,0
4,71,42,45.1,0.0,6,3844,32,0,1,Male,0
4,57,64,86.55,920.96,0,4934,35,0,1,Male,0
5,74,66,108.45,1438.14,3,4582,77,0,1,Male,0
1,73,1,46.3,48.22,0,3017,39,0,1,Male,1
2,91,2,90.0,93.84,1,3902,51,0,1,Male,1
4,61,22,25.25,105.38,0,3403,61,0,0,Male,0
4,77,21,28.5,0.0,8,3766,20,0,1,Female,0
4,32,55,79.4,739.75,9,4162,43,1,1,Male,0
1,90,14,100.2,658.14,1,3369,71,0,1,Female,1
1,69,8,87.05,364.72,0,2545,48,0,1,Female,1
1,77,5,94.45,196.8,1,4580,43,0,1,Male,1
4,38,1,20.8,48.14,0,3678,37,0,0,Male,0
4,63,68,20.05,192.44,0,5740,49,0,0,Female,0
3,77,1,71.35,40.4,0,2619,43,0,1,Female,1
3,94,39,50.75,0.0,0,4119,35,0,1,Female,1
5,39,65,24.75,2372.5,4,6263,52,1,0,Male,0
3,32,33,88.95,1572.12,0,5087,59,0,1,Male,0
3,71,7,61.4,110.88,0,2845,38,0,1,Female,0
4,75,37,96.1,808.08,0,2640,28,0,1,Male,0
5,37,65,45.25,0.0,0,5712,33,1,1,Female,0
3,69,8,54.25,342.24,0,2237,37,0,1,Female,0
3,46,72,97.75,1496.88,1,4054,25,1,1,Male,0
3,76,3,91.5,94.83,1,5646,33,0,1,Female,1
3,27,35,95.5,1596.7,0,3715,27,0,1,Male,0
5,68,4,70.5,113.88,2,2896,40,0,1,Male,0
4,48,48,55.5,625.44,0,4975,58,0,1,Female,0
4,29,60,97.95,1023.0,10,6150,76,0,1,Male,0
3,80,63,89.4,2806.65,6,5004,39,0,1,Male,0
4,32,31,25.75,217.93,7,5472,26,1,0,Male,0
4,22,70,19.8,3390.8,1,5169,38,1,0,Female,0
3,92,1,79.1,42.3,0,5001,65,0,1,Male,1
3,35,4,90.4,127.68,0,3314,55,0,1,Male,0
2,90,9,95.5,172.98,0,5007,45,0,1,Male,1
3,42,39,41.1,0.0,0,3618,35,0,1,Female,0
5,31,1,20.3,4.09,0,2507,48,0,0,Female,0
4,43,22,89.1,649.88,0,4459,42,1,1,Male,0
5,48,9,90.1,360.0,0,2893,66,0,1,Female,0
4,42,5,63.95,69.8,0,3099,38,0,1,Male,0
4,43,69,113.25,2292.87,7,5141,48,0,1,Female,0
4,62,16,20.4,728.64,3,3990,59,1,0,Female,0
3,51,21,64.85,648.48,0,3302,55,0,1,Female,0
4,46,58,19.85,684.98,9,6440,48,1,0,Female,0
4,26,48,39.4,0.0,5,5701,29,1,1,Female,0
3,65,16,53.9,109.76,0,5091,36,0,1,Female,1
1,65,48,45.3,0.0,3,4926,28,0,1,Female,1
3,68,69,66.9,959.79,0,5059,46,0,1,Female,0
4,40,2,19.95,69.14,0,4079,33,0,0,Female,0
3,68,64,97.0,240.64,9,4053,69,0,1,Female,0
4,50,25,69.3,964.75,7,4442,75,0,1,Female,0
1,67,3,85.3,42.84,0,4934,46,0,1,Male,1
5,48,17,20.15,74.46,0,4650,35,0,0,Female,0
3,20,66,108.1,235.62,0,4722,72,0,1,Female,0
1,78,49,59.75,1757.63,0,6006,40,0,1,Female,1
3,57,71,89.9,2224.43,6,4444,57,1,1,Male,0
1,90,25,89.05,840.75,3,2673,80,0,1,Male,1
4,80,41,35.45,0.0,10,2954,59,0,1,Female,0
4,75,41,106.5,1504.7,0,4434,20,0,1,Female,0
5,77,51,24.95,2261.85,0,5458,56,0,0,Female,0
4,75,48,69.55,817.44,3,2478,45,0,1,Female,0
3,65,2,45.85,10.94,0,2245,43,0,1,Female,0
3,32,18,19.65,25.56,0,4695,32,0,0,Male,0
5,69,33,66.4,1508.76,0,3843,19,0,1,Male,0
5,48,9,20.25,112.95,10,4272,59,1,0,Female,0
4,74,66,90.05,876.48,0,5813,61,0,1,Female,0
1,85,1,102.45,25.88,1,4811,52,0,1,Female,1
3,52,25,95.15,745.25,0,3273,22,0,1,Female,0
1,81,5,85.3,182.6,0,2264,30,0,1,Male,1
4,54,71,72.9,3273.81,1,6404,74,1,1,Male,0
1,67,17,70.4,232.56,1,4469,35,0,1,Male,1
3,55,58,110.65,2201.1,8,4761,35,0,1,Female,0
4,62,23,30.35,0.0,2,4960,45,1,1,Male,0
2,90,7,69.95,247.94,9,3296,49,0,1,Male,1
4,21,56,110.5,2639.28,0,4463,73,0,1,Female,0
5,32,2,91.45,98.82,0,4889,39,0,1,Male,0
1,83,4,84.6,26.72,0,2467,68,0,1,Female,1
5,56,62,20.3,149.42,1,4574,57,1,0,Female,0
3,37,52,19.6,429.0,0,4848,41,0,0,Female,0
5,25,58,19.15,1699.98,0,6339,49,0,0,Male,0
3,89,1,68.5,30.62,1,5753,39,0,1,Male,1
1,81,33,103.75,516.78,1,3824,47,0,1,Female,1
1,71,32,99.55,1074.24,1,5026,39,0,1,Male,1
3,28,36,18.55,306.0,0,5703,33,0,0,Male,0
3,42,17,19.55,721.14,0,4947,21,0,0,Female,0
4,26,1,69.9,9.36,0,3358,46,0,1,Male,0
5,64,26,19.3,776.88,0,2269,65,0,0,Male,0
1,85,24,98.75,904.56,0,4016,35,0,1,Female,1
2,90,48,95.5,1417.92,0,2459,47,0,1,Female,1
3,55,66,29.45,0.0,0,5112,45,0,1,Male,0
5,66,63,109.85,1197.63,0,5775,40,0,1,Female,0
1,65,1,25.05,0.0,0,4842,69,0,1,Female,1
3,40,70,116.55,2853.9,5,6116,21,1,1,Male,0
3,47,71,116.25,439.49,4,6124,42,0,1,Male,0
3,51,4,56.75,138.76,0,2401,26,0,1,Male,0
2,73,1,45.85,14.9,1,3706,47,0,1,Male,1
3,33,72,19.7,3458.88,9,5451,53,1,0,Female,0
5,21,19,19.65,658.92,0,5596,25,0,0,Male,0
5,51,60,20.95,1927.2,9,4425,45,1,0,Male,0
4,60,9,69.05,234.27,4,2907,27,0,1,Male,0
3,73,71,83.2,2491.39,6,5350,47,0,1,Male,0
5,34,69,20.2,2931.81,5,5267,28,1,0,Female,0
4,45,62,38.6,0.0,8,4558,56,0,1,Male,0
5,28,1,89.25,16.64,0,5579,49,0,1,Male,0
3,45,1,49.0,49.19,0,5289,32,0,1,Male,0
3,47,62,65.1,1437.16,0,5172,45,0,1,Female,0
3,76,55,85.1,1105.5,5,4026,51,1,1,Female,0
1,96,2,70.7,72.12,0,5317,21,0,1,Male,1
3,57,48,111.8,603.36,10,3922,49,1,1,Male,0
1,95,9,58.5,0.0,0,3032,30,0,1,Female,1
5,49,23,54.25,895.39,6,5140,47,0,1,Female,0
4,35,19,24.1,275.12,0,2378,62,1,0,Male,0
3,64,51,79.15,129.03,6,6321,29,1,1,Female,0
4,69,68,90.8,804.44,1,4265,38,0,1,Male,0
3,27,41,78.45,1323.89,1,5468,20,1,1,Female,0
2,91,25,88.95,1191.5,0,3878,71,0,1,Male,1
1,91,1,70.3,39.1,0,4962,80,0,1,Male,1
5,59,41,51.35,0.0,0,5622,50,0,1,Male,0
3,73,55,88.8,1826.55,5,4291,67,0,1,Female,0
5,30,39,23.8,1152.84,7,3970,39,0,0,Male,0
3,74,18,60.6,197.46,0,4459,64,0,1,Female,0
4,26,9,50.85,113.31,4,4623,19,0,1,Female,0
4,50,23,90.15,509.91,2,5110,33,0,1,Female,0
3,43,45,70.05,830.7,0,4223,80,0,1,Female,0
4,53,68,76.9,86.36,0,5355,60,0,1,Male,0
3,67,67,64.55,1934.96,0,4494,79,0,1,Male,0
5,53,23,20.85,812.36,0,4263,45,0,0,Male,0
4,69,41,98.8,420.66,0,5584,64,0,1,Female,0
3,24,31,21.0,303.8,3,5225,60,1,0,Female,0
3,76,72,87.1,865.44,5,5993,48,0,1,Male,0
4,34,42,95.05,1776.18,10,2677,76,0,1,Female,0
3,71,1,91.7,17.23,0,4319,20,0,1,Female,1
2,85,41,106.3,427.63,0,5383,63,0,1,Female,1
5,80,6,85.95,243.84,0,3291,28,0,1,Female,0
2,91,15,74.45,661.05,0,5717,70,1,1,Female,1
1,71,33,104.4,373.56,1,3185,46,0,1,Female,1
2,71,6,93.55,262.8,0,5617,42,0,1,Female,1
1,81,9,79.55,408.69,0,3246,40,0,1,Female,1
3,59,32,100.4,1574.72,1,4848,77,1,1,Female,0
4,31,2,61.2,64.12,0,5056,28,1,1,Female,0
3,43,39,99.95,950.82,1,4447,35,1,1,Female,0
2,96,16,96.15,620.0,0,5913,76,0,1,Female,1
4,80,20,19.7,602.6,0,2860,59,0,0,Male,0
1,96,44,30.35,0.0,2,4829,73,0,1,Male,1
4,28,1,61.15,17.07,0,4592,47,0,1,Male,0
1,92,36,90.85,839.88,0,5692,69,0,1,Male,1
1,80,37,64.75,120.99,0,5554,26,0,1,Female,1
4,40,35,49.2,0.0,0,2782,47,0,1,Male,0
3,76,44,65.4,1539.12,0,5827,42,0,1,Male,0
3,45,2,45.4,21.62,0,4964,31,0,1,Female,0
1,65,4,80.35,129.72,3,4167,60,0,1,Male,1
3,78,72,79.5,2346.48,5,4390,35,1,1,Female,0
5,60,53,84.6,770.62,0,4733,55,1,1,Female,0
1,88,14,78.95,229.04,0,5203,65,0,1,Female,1
4,58,16,20.15,616.8,4,5271,30,1,0,Male,0
3,41,40,63.9,1684.0,4,2654,27,0,1,Female,0
4,43,68,85.3,1710.88,1,4732,36,1,1,Female,0
3,94,20,24.45,0.0,1,3298,44,0,1,Female,1
1,83,8,94.45,41.68,0,3676,66,0,1,Female,1
3,45,4,20.2,186.12,0,4267,29,0,0,Male,0
3,43,49,99.25,1662.57,4,4995,23,0,1,Male,0
3,66,27,66.15,1085.67,5,3213,46,0,1,Female,0
4,44,5,49.4,235.3,3,5756,54,1,1,Female,0
1,91,35,55.0,1712.55,0,2220,60,0,1,Male,1
1,80,50,84.4,1766.5,1,5135,59,0,1,Female,1
3,40,1,20.15,18.63,7,3960,25,1,0,Male,0
5,67,28,29.75,0.0,0,5463,35,0,1,Female,0
3,64,24,35.75,0.0,0,5531,44,0,1,Male,0
2,74,1,69.6,45.8,0,2151,68,0,1,Female,1
4,37,40,84.9,713.2,0,2904,59,0,1,Male,0
3,23,71,20.1,2203.13,1,5043,45,1,0,Female,0
3,70,2,44.6,0.0,1,5482,23,0,1,Female,1
3,91,4,90.05,48.96,0,3212,42,0,1,Male,1
3,89,8,19.75,369.04,1,2247,44,0,0,Female,1
4,33,11,20.25,314.82,0,4032,46,0,0,Male,0
3,73,12,94.2,153.0,0,3975,53,0,1,Female,1
4,70,42,79.9,397.32,0,2583,53,0,1,Male,0
3,22,52,85.8,877.24,3,5494,61,1,1,Female,0
2,68,13,75.0,78.39,0,2189,25,0,1,Female,1
5,63,60,20.5,1877.4,9,5848,28,0,0,Male,0
3,83,6,98.25,284.1,0,3330,79,0,1,Female,1
5,31,64,19.8,1488.0,7,5384,47,0,0,Female,0
2,90,4,48.55,0.0,4,3955,26,0,1,Male,1
5,79,64,19.7,955.52,3,5431,28,1,0,Male,0
3,50,1,45.6,37.44,0,2352,36,0,1,Male,0
3,57,33,20.15,698.28,0,5759,51,1,0,Male,0
3,71,69,104.7,1410.36,0,6350,52,0,1,Male,1
4,23,71,99.2,1562.0,6,4951,70,0,1,Female,0
4,24,9,19.75,145.17,6,2427,45,1,0,Female,0
1,92,37,106.75,1548.45,0,5849,77,0,1,Female,1
1,85,22,84.3,639.54,0,5313,25,0,1,Female,1
5,66,72,24.65,1758.24,3,5065,64,0,0,Female,0
3,33,46,35.05,0.0,9,4829,27,1,1,Female,0
5,39,1,49.9,6.35,0,3239,29,1,1,Male,0
3,21,72,106.1,515.52,9,4890,31,1,1,Male,0
1,92,11,48.55,209.11,0,4444,43,0,1,Female,1
1,78,12,53.65,333.84,1,2595,27,0,1,Male,1
3,44,1,45.2,49.34,0,4576,73,0,1,Male,0
1,77,22,101.35,227.26,0,4694,44,0,1,Male,1
4,23,25,19.2,150.0,0,2159,42,0,0,Female,0
3,54,1,49.9,9.0,0,5969,39,1,1,Female,0
3,55,29,90.1,928.87,10,3553,73,0,1,Male,0
3,20,51,93.8,1388.73,9,5457,41,1,1,Female,0
3,21,72,90.25,786.24,9,5974,36,0,1,Male,0
2,89,11,89.7,43.56,0,2202,68,0,1,Female,1
3,70,61,94.15,1081.53,1,4806,63,0,1,Male,0
3,46,51,24.75,921.57,0,5080,63,0,0,Male,0
5,40,4,20.45,12.2,0,4344,31,0,0,Female,0
4,28,18,19.55,192.06,0,2386,49,0,0,Female,0
1,90,14,65.45,638.4,1,2881,42,1,1,Male,1
5,60,25,20.8,76.75,0,3274,55,1,0,Male,0
2,92,62,96.75,1403.68,0,5016,58,0,1,Male,1
4,42,43,44.15,0.0,0,2522,63,0,1,Male,0
5,63,31,76.05,1202.18,0,2421,30,0,1,Female,0
2,68,18,99.75,454.86,1,5857,68,0,1,Female,1
3,28,26,80.7,536.64,0,4501,37,0,1,Female,0
2,87,1,95.65,32.33,0,3473,45,0,1,Female,1
1,91,5,84.5,184.4,3,5141,64,0,1,Male,1
3,60,67,116.1,2985.52,0,5896,68,0,1,Male,0
3,28,72,53.8,0.0,10,4954,61,1,1,Female,0
2,69,1,70.85,49.6,1,3022,65,0,1,Male,1
5,25,40,50.25,931.2,0,2449,61,0,1,Female,0
4,53,47,20.55,2100.43,0,5404,34,0,0,Female,0
3,25,64,66.15,2397.44,3,4703,40,0,1,Male,0
3,69,69,87.3,2383.95,6,4148,67,0,1,Female,0
5,40,1,29.15,0.0,0,3923,34,0,1,Male,0
4,68,19,25.35,0.0,0,3072,19,1,1,Male,0
4,38,2,70.7,5.44,0,2388,37,0,1,Male,0
5,21,71,84.4,219.39,0,5619,33,0,1,Female,0
4,53,64,90.25,2902.4,9,4799,57,1,1,Male,0
3,33,25,75.5,111.5,4,5985,51,1,1,Male,0
5,41,6,19.15,63.24,0,5322,33,0,0,Male,0
3,80,12,85.05,535.2,1,2540,44,0,1,Male,0
3,33,47,59.6,694.66,0,3155,74,0,1,Male,0
5,33,58,80.65,2590.86,0,6043,52,0,1,Male,0
1,82,1,50.6,11.86,0,3677,47,1,1,Male,1
5,78,48,103.85,504.0,0,4304,35,0,1,Female,0
1,90,13,95.05,247.39,0,2230,73,0,1,Female,1
5,51,16,75.4,413.28,1,5432,25,0,1,Male,0
3,91,3,43.3,146.52,0,4849,23,0,1,Male,1
3,53,49,100.85,2195.69,3,5417,56,0,1,Female,0
3,29,11,70.2,268.62,7,2848,76,0,1,Male,0
4,53,71,20.9,1058.61,0,4030,44,0,0,Female,0
3,76,3,80.0,57.54,2,4264,49,1,1,Female,0
1,68,10,79.95,113.0,1,5640,38,0,1,Male,1
5,35,18,46.4,0.0,2,4003,25,1,1,Male,0
4,59,2,20.25,31.66,0,5736,35,0,0,Male,0
4,53,11,20.0,511.39,0,3731,31,0,0,Female,0
1,83,54,82.45,652.32,0,4149,70,0,1,Female,1
4,80,11,55.6,30.91,0,5014,73,0,1,Female,0
1,93,23,104.05,374.44,0,5963,49,0,1,Male,1
3,30,1,49.05,25.77,0,3178,39,0,1,Male,0
5,75,50,75.7,473.5,5,6144,40,0,1,Female,0
3,21,4,24.1,66.72,1,4463,55,1,0,Male,0
1,70,1,55.4,13.01,0,2294,37,0,1,Female,1
5,68,5,48.65,67.7,0,3307,57,1,1,Male,0
3,90,10,94.85,432.6,0,3074,34,0,1,Female,1
4,63,71,59.7,0.0,6,6420,44,1,1,Female,0
2,96,2,70.75,19.72,0,4407,74,0,1,Female,1
4,41,17,92.7,846.26,0,2347,37,1,1,Female,0
5,59,46,19.6,739.22,3,5092,59,0,0,Male,0
1,69,55,57.55,484.0,1,5463,28,0,1,Male,1
4,66,30,84.3,741.9,0,5393,52,0,1,Male,0
3,40,72,79.05,524.88,5,4689,27,0,1,Female,0
2,94,1,45.85,44.75,0,5930,58,0,1,Male,1
5,37,20,60.0,179.6,1,2399,70,0,1,Female,0
1,88,1,74.7,11.34,0,3348,69,0,1,Male,1
4,47,72,84.05,1162.8,8,5515,24,0,1,Female,0
1,85,28,106.1,269.36,1,3770,58,0,1,Male,1
1,81,4,20.35,49.72,0,4133,34,0,0,Female,1
3,82,38,70.45,1280.98,0,5437,39,0,1,Male,1
2,66,42,101.75,789.18,0,5545,64,0,1,Male,1
5,75,58,105.05,1961.56,2,5870,33,1,1,Male,0
4,51,5,20.05,110.8,0,2483,26,0,0,Male,0
4,64,70,90.85,2695.0,10,5129,68,0,1,Female,0
4,69,28,35.75,0.0,0,2431,62,0,1,Female,0
4,52,14,76.45,258.44,0,2292,20,0,1,Male,0
3,96,15,85.9,369.45,0,3579,37,0,1,Female,1
5,43,42,49.55,365.82,0,3637,40,0,1,Female,0
3,47,70,101.75,1391.6,0,5596,19,0,1,Female,0
5,33,3,85.7,89.52,0,5806,21,0,1,Male,0
2,91,2,30.9,0.0,0,2860,53,0,1,Female,1
3,47,8,54.75,152.0,10,4099,36,0,1,Male,0
4,56,3,24.6,78.99,0,5756,27,0,0,Female,0
5,73,44,94.4,1087.24,4,5019,40,1,1,Female,0
3,53,70,110.2,385.7,4,4098,26,1,1,Female,0
4,78,45,25.9,1012.05,4,5741,48,0,0,Female,0
4,23,63,19.35,2635.92,0,4566,31,1,0,Female,0
3,34,31,90.7,1372.06,1,2364,67,0,1,Female,0
4,46,13,72.8,179.01,4,2862,33,1,1,Male,0
4,67,1,25.75,15.22,0,2569,23,0,0,Female,0
4,75,57,57.5,0.0,2,4133,27,0,1,Male,0
3,63,8,44.65,246.16,1,5724,45,1,1,Male,0
3,75,33,72.75,630.63,1,4959,54,0,1,Male,0
3,63,71,105.55,1776.42,3,5010,55,1,1,Male,0
5,23,17,90.95,594.66,0,5687,49,0,1,Male,0
1,85,22,69.25,706.42,1,2159,19,0,1,Female,1
3,31,68,24.55,397.12,0,6042,20,0,0,Male,0
1,89,1,70.25,23.0,0,4133,27,0,1,Female,1
5,78,25,26.8,90.0,10,3428,56,0,0,Female,0
3,66,41,89.55,1854.02,0,5549,62,0,1,Male,0
